longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.83,37.58,30,1527,256.0,757,240,36629.0,171400,INLAND
-118.18,33.97,30,2887,866.0,2806,830,22122.0,169400,<1H OCEAN
-118.08,34.09,33,2557,578.0,1715,530,29196.0,208800,<1H OCEAN
-120.14,36.0,33,1726,420.0,1371,388,20335.0,43900,INLAND
-122.41,37.59,34,3931,622.0,1717,621,62946.0,450000,NEAR OCEAN
-118.3,34.06,23,2512,1203.0,3720,1118,17896.0,322200,<1H OCEAN
-124.09,40.88,31,1982,495.0,1052,467,15326.0,74100,NEAR OCEAN
-118.3,33.87,31,1398,261.0,823,263,50641.0,234900,<1H OCEAN
-118.14,33.9,39,1379,282.0,883,291,33375.0,180100,<1H OCEAN
-121.81,37.28,17,2277,428.0,1887,422,57078.0,217000,<1H OCEAN
-122.48,37.74,52,2285,435.0,1211,442,40208.00000000001,323100,NEAR OCEAN
-117.72,33.62,19,1144,268.0,365,279,28583.0,105800,<1H OCEAN
-117.69,33.63,23,1444,260.0,792,253,49079.0,273800,<1H OCEAN
-118.22,33.84,38,1928,429.0,1358,399,40687.0,160300,<1H OCEAN
-120.59,38.45,13,2944,558.0,1091,466,30000.0,119000,INLAND
-121.62,39.76,14,2063,559.0,934,529,17788.0,85800,INLAND
-122.41,40.58,35,2072,385.0,1029,375,28512.0,75600,INLAND
-117.23,32.81,24,3271,508.0,1496,482,59359.0,422200,NEAR OCEAN
-122.41,37.79,52,2302,938.0,1515,861,13668.0,55000,NEAR BAY
-118.33,34.19,46,2115,463.0,1133,439,37344.0,222000,<1H OCEAN
-119.73,36.75,39,1745,321.0,901,303,31719.0,67900,INLAND
-118.34,34.07,52,3175,1057.0,1594,997,31766.0,225000,<1H OCEAN
-118.31,33.9,38,1400,399.0,1131,405,35417.0,198400,<1H OCEAN
-122.7,38.35,14,2313,,954,397,37813.0,146500,<1H OCEAN
-117.3,34.05,7,4672,1121.0,2534,1046,34228.0,115700,INLAND
-120.65,35.41,15,6725,1111.0,3139,1029,41875.0,261600,<1H OCEAN
-117.27,33.77,16,2876,576.0,1859,545,20878.0,101300,<1H OCEAN
-117.97,33.68,26,3653,568.0,1930,585,57301.0,260900,<1H OCEAN
-117.9,34.12,33,1555,361.0,1571,386,40529.0,138200,<1H OCEAN
-121.87,37.27,18,3561,560.0,1753,553,50292.0,269400,<1H OCEAN
-121.51,38.53,34,1613,265.0,631,266,42500.0,191900,INLAND
-122.47,37.69,27,2447,720.0,2104,657,34490.0,239100,NEAR OCEAN
-120.97,37.68,9,1114,172.0,529,174,47159.00000000001,163700,INLAND
-118.34,34.17,49,3033,580.0,1284,561,41161.0,232500,<1H OCEAN
-119.52,34.41,20,4489,800.0,2867,765,48060.0,279700,<1H OCEAN
-122.19,37.48,38,1300,269.0,608,292,45568.0,286900,NEAR BAY
-118.2,34.04,47,1894,408.0,1629,379,37619.0,127600,<1H OCEAN
-124.14,40.79,38,1552,290.0,873,291,24895.999999999996,81000,NEAR OCEAN
-118.52,34.21,34,1663,299.0,762,282,51265.0,211000,<1H OCEAN
-119.79,36.81,35,1877,328.0,1155,353,30690.0,69600,INLAND
-119.27,34.27,52,459,112.0,276,107,23750.0,198400,NEAR OCEAN
-117.64,33.65,4,6842,1512.0,3256,1439,54132.0,216600,<1H OCEAN
-117.23,33.16,4,3066,625.0,1164,582,40000.0,228100,NEAR OCEAN
-117.98,33.66,26,3527,547.0,1615,542,61624.0,279400,<1H OCEAN
-122.16,37.47,33,3687,852.0,3091,852,26506.0,162600,NEAR BAY
-122.07,37.39,30,1695,480.0,932,447,35045.0,352500,NEAR BAY
-116.97,33.96,12,5876,1222.0,2992,1151,24322.0,112100,INLAND
-122.03,37.36,28,2490,345.0,948,361,64913.0,411900,<1H OCEAN
-117.8,33.9,22,3760,482.0,1485,461,78537.0,354900,<1H OCEAN
-122.06,37.7,33,3906,790.0,1912,770,35187.0,209400,NEAR BAY
-117.79,34.45,18,2986,597.0,1355,472,32765.0,165000,INLAND
-117.09,32.75,28,1220,391.0,1286,396,12286.0,105000,NEAR OCEAN
-121.98,37.8,17,3354,422.0,1457,425,76473.0,345800,<1H OCEAN
-118.35,34.0,30,1879,226.0,740,266,64310.0,492500,<1H OCEAN
-118.56,34.2,35,1770,362.0,1083,355,50483.0,221000,<1H OCEAN
-118.95,35.37,37,1475,327.0,946,295,16728.0,55400,INLAND
-116.9,33.22,11,4132,773.0,2012,703,31906.0,234500,<1H OCEAN
-122.18,37.47,37,2848,328.0,852,327,133670.0,500001,NEAR BAY
-122.27,37.45,41,830,136.0,353,153,63823.99999999999,500001,NEAR OCEAN
-118.14,34.68,31,2666,662.0,1337,602,24432.0,101100,INLAND
-118.38,33.84,26,2869,567.0,1157,538,60382.0,355300,<1H OCEAN
-118.35,33.9,25,3309,902.0,2299,837,30417.0,237000,<1H OCEAN
-118.42,33.99,35,1724,419.0,1079,394,45521.0,263800,<1H OCEAN
-116.31,33.66,7,4497,831.0,2248,713,36354.0,98000,INLAND
-117.87,33.87,15,1898,476.0,1766,455,24929.0,158500,<1H OCEAN
-118.35,33.86,24,2139,481.0,971,418,43859.0,271300,<1H OCEAN
-122.44,37.72,52,2890,571.0,1769,541,38274.0,252000,NEAR BAY
-122.08,37.38,36,1199,198.0,485,199,50796.0,373400,NEAR BAY
-121.37,38.63,32,3658,797.0,1452,715,26623.0,120700,INLAND
-117.28,33.18,14,676,118.0,384,126,62096.0,178100,NEAR OCEAN
-117.09,32.61,23,1157,309.0,640,313,21548.0,118800,NEAR OCEAN
-118.29,34.08,38,380,130.0,445,140,19286.0,137500,<1H OCEAN
-123.73,40.48,25,2015,524.0,746,251,17153.0,77100,INLAND
-122.39,37.73,46,1517,299.0,879,309,22222.0,195100,NEAR BAY
-118.17,33.78,29,2920,962.0,3580,772,17393.0,140200,NEAR OCEAN
-117.2,34.13,14,3998,711.0,1509,665,34138.0,126700,INLAND
-118.46,34.04,19,3522,1036.0,1820,977,32663.000000000004,337500,<1H OCEAN
-122.24,37.8,52,1591,373.0,1118,347,21563.0,128600,NEAR BAY
-118.28,33.98,19,883,313.0,726,277,9809.0,121400,<1H OCEAN
-121.81,37.25,12,2070,587.0,1216,532,41926.0,244500,<1H OCEAN
-119.27,34.27,52,1577,343.0,836,335,35893.0,206600,NEAR OCEAN
-121.84,37.37,15,3315,1042.0,2749,1059,23199.0,140100,<1H OCEAN
-121.27,38.87,16,2094,358.0,1092,357,44769.0,191400,INLAND
-122.56,37.92,37,1926,290.0,721,298,89248.0,500001,NEAR BAY
-121.29,38.02,12,2006,426.0,1849,396,25437.0,99000,INLAND
-121.94,37.34,29,3377,853.0,1674,792,34233.0,229300,<1H OCEAN
-119.09,34.22,8,40,10.0,309,16,40208.00000000001,52500,NEAR OCEAN
-117.24,33.11,10,3487,545.0,1410,557,60336.0,240300,NEAR OCEAN
-119.96,35.99,25,1047,270.0,1505,286,20976.0,47700,INLAND
-117.94,33.85,26,1888,429.0,1550,458,33393.0,168600,<1H OCEAN
-121.22,37.96,31,1484,314.0,1163,336,26250.0,72100,INLAND
-121.92,37.29,34,943,135.0,378,139,51765.0,344600,<1H OCEAN
-122.28,37.89,52,1225,169.0,412,168,57912.0,327100,NEAR BAY
-118.46,34.07,42,2564,460.0,913,414,92225.0,500001,<1H OCEAN
-122.36,40.62,11,3896,886.0,1902,843,22905.000000000004,94200,INLAND
-117.67,33.49,15,2782,579.0,983,525,21934.999999999996,183300,<1H OCEAN
-122.13,37.46,31,2247,573.0,1711,511,32642.000000000004,185600,NEAR BAY
-118.24,33.91,36,1446,316.0,1286,314,27083.0,103600,<1H OCEAN
-120.47,34.98,6,5762,1115.0,2551,919,30722.999999999996,137300,<1H OCEAN
-121.92,36.62,52,1410,303.0,578,285,25625.0,235400,NEAR OCEAN
-118.33,33.91,39,1224,312.0,1106,333,33491.0,181800,<1H OCEAN
-118.29,33.71,31,2809,666.0,1316,633,45606.0,303800,NEAR OCEAN
-118.26,33.97,44,1246,308.0,1031,295,19556.0,96300,<1H OCEAN
-122.03,36.97,36,337,69.0,223,68,32404.0,225000,NEAR OCEAN
-118.29,33.94,47,1782,338.0,1003,329,25398.0,105700,<1H OCEAN
-122.44,37.76,35,1581,422.0,580,388,40500.0,423100,NEAR BAY
-119.09,36.21,38,1901,453.0,1613,400,18828.0,44600,INLAND
-118.42,33.92,41,1621,279.0,756,277,50594.0,346000,<1H OCEAN
-119.4,36.04,39,915,199.0,580,175,18894.0,112500,INLAND
-117.95,34.04,36,1044,200.0,982,205,47679.0,153900,<1H OCEAN
-117.82,33.89,24,2168,421.0,1050,397,46172.00000000001,238300,<1H OCEAN
-116.52,33.81,12,12396,2552.0,2548,1265,34394.0,162200,INLAND
-118.32,33.77,37,627,95.0,259,106,68870.0,500001,<1H OCEAN
-117.2,33.29,12,6358,1182.0,2778,1020,40357.0,295900,<1H OCEAN
-124.17,40.78,39,1606,330.0,731,327,16369.0,68300,NEAR OCEAN
-117.45,34.13,16,5058,965.0,3388,878,36417.0,119000,INLAND
-118.96,35.41,29,3548,729.0,1542,659,29470.0,87100,INLAND
-117.06,32.99,16,1306,196.0,713,222,62683.0,180700,<1H OCEAN
-122.22,37.46,37,2586,495.0,1208,502,43214.0,342700,NEAR OCEAN
-118.44,34.03,30,1039,303.0,606,274,31250.0,343800,<1H OCEAN
-122.29,37.54,39,1459,285.0,761,291,50081.0,298100,NEAR OCEAN
-121.91,37.3,43,828,151.0,446,145,44375.0,327600,<1H OCEAN
-123.16,39.13,33,1320,303.0,1048,303,17813.0,94700,<1H OCEAN
-121.89,37.38,3,4778,1047.0,2522,990,57695.0,271400,<1H OCEAN
-117.29,33.19,18,6235,1233.0,4127,1162,30703.999999999996,151600,NEAR OCEAN
-117.66,34.13,17,3229,405.0,1289,407,63842.0,307100,INLAND
-118.21,33.99,39,47,16.0,51,23,32188.0,112500,<1H OCEAN
-117.67,33.54,15,2423,435.0,1366,423,48906.0,181800,<1H OCEAN
-118.09,34.04,24,1543,257.0,824,271,64385.0,272600,<1H OCEAN
-118.54,34.18,17,7214,1994.0,4100,1823,30943.0,174500,<1H OCEAN
-122.28,37.78,29,5154,,3741,1273,25762.0,173400,NEAR BAY
-119.35,36.32,10,3817,719.0,1686,714,38235.0,94600,INLAND
-121.48,38.55,52,2508,360.0,832,345,71035.0,228700,INLAND
-117.52,33.99,14,13562,2057.0,7600,2086,52759.0,182900,INLAND
-119.23,36.39,39,1660,349.0,1061,306,14812.0,53500,INLAND
-122.34,37.53,27,3339,481.0,1354,458,73081.0,464600,NEAR OCEAN
-118.33,34.2,43,1325,254.0,613,248,36071.0,289000,<1H OCEAN
-122.42,37.74,52,1651,351.0,973,366,34583.0,240900,NEAR BAY
-120.43,34.95,50,1966,413.0,985,403,23506.0,136100,<1H OCEAN
-117.12,32.77,48,2012,422.0,893,394,27928.0,175000,NEAR OCEAN
-116.09,34.15,13,9444,1997.0,4166,1482,26111.0,65600,INLAND
-117.92,33.79,29,3692,969.0,2683,881,31726.0,198700,<1H OCEAN
-118.35,34.06,52,1368,322.0,617,303,53819.0,440900,<1H OCEAN
-116.99,33.76,12,7626,1704.0,2823,1554,21722.0,69400,INLAND
-117.85,34.13,31,1959,318.0,1021,303,43145.0,233000,INLAND
-118.94,34.24,5,10018,1233.0,4253,1120,89063.0,500001,<1H OCEAN
-121.8,39.75,28,2551,378.0,1011,374,43309.0,125200,INLAND
-118.39,34.14,34,4624,781.0,1572,719,65533.0,500001,<1H OCEAN
-119.08,35.36,12,6442,1116.0,2966,1092,45791.00000000001,123400,INLAND
-117.12,33.14,16,1710,272.0,1025,267,41641.0,163600,<1H OCEAN
-118.13,33.9,35,1458,261.0,686,236,39038.0,202700,<1H OCEAN
-118.98,35.36,15,1482,338.0,1059,279,12617.0,42700,INLAND
-120.69,35.49,16,2666,450.0,1203,429,41375.0,222400,<1H OCEAN
-120.43,36.18,29,579,116.0,218,99,21458.0,104200,INLAND
-121.62,39.5,18,2105,416.0,974,385,16346.0,63300,INLAND
-117.9,33.77,35,2002,378.0,1726,387,39613.0,182300,<1H OCEAN
-118.47,34.03,29,3287,882.0,1523,823,37381.0,290600,<1H OCEAN
-117.07,32.64,32,5135,1025.0,2152,944,41325.0,172800,NEAR OCEAN
-116.98,33.94,27,3459,640.0,1760,654,34545.0,89800,INLAND
-118.49,34.25,33,2088,383.0,960,362,43333.00000000001,232900,<1H OCEAN
-120.46,34.64,16,686,217.0,614,200,8106.0,83300,NEAR OCEAN
-117.51,33.95,12,9016,1486.0,4285,1457,49984.0,169100,INLAND
-119.86,36.78,7,2232,490.0,1274,499,29853.0,74700,INLAND
-117.93,33.95,31,3600,468.0,1382,435,74597.0,500001,<1H OCEAN
-122.29,38.29,52,3217,742.0,1670,671,24398.0,163100,NEAR BAY
-118.03,34.1,38,2301,416.0,1079,398,44236.00000000001,233600,INLAND
-121.89,37.3,46,2639,448.0,938,424,50662.0,331600,<1H OCEAN
-118.26,34.02,46,1249,357.0,1607,331,20703.0,114800,<1H OCEAN
-121.84,37.26,5,1808,340.0,825,339,50509.00000000001,184800,<1H OCEAN
-121.29,37.8,6,110,26.0,69,24,37292.0,475000,INLAND
-116.97,32.76,26,2460,313.0,838,299,59878.0,270700,<1H OCEAN
-118.31,33.91,31,1415,339.0,874,289,38173.0,177900,<1H OCEAN
-120.46,37.29,30,2972,635.0,1940,590,23594.0,72300,INLAND
-117.98,33.89,18,2939,437.0,1278,435,71425.0,393700,<1H OCEAN
-117.02,32.74,12,3301,963.0,2000,879,18594.0,119200,NEAR OCEAN
-121.43,38.63,43,1009,225.0,604,218,16641.0,67000,INLAND
-118.06,35.68,15,1962,403.0,730,321,22500.0,67500,INLAND
-122.43,37.76,52,2356,501.0,909,481,42569.0,455400,NEAR BAY
-122.25,37.81,28,5806,1603.0,2563,1497,32176.999999999996,273400,NEAR BAY
-117.87,34.13,29,1677,413.0,873,400,31200.0,194300,<1H OCEAN
-120.61,35.12,31,1486,345.0,823,322,26974.0,165400,<1H OCEAN
-118.27,33.82,28,1642,434.0,1575,420,41292.0,201900,<1H OCEAN
-118.02,34.15,44,2419,437.0,1045,432,38750.0,280800,INLAND
-119.02,35.33,35,2053,412.0,1193,387,27500.0,65800,INLAND
-122.41,37.75,52,2524,559.0,1430,476,34073.0,254700,NEAR BAY
-118.28,33.98,43,1240,312.0,1100,311,15750.0,97500,<1H OCEAN
-118.23,33.91,34,1060,276.0,1215,250,20804.0,84700,<1H OCEAN
-122.08,37.89,39,3018,501.0,1223,489,62924.0,283900,NEAR BAY
-119.03,36.08,19,2736,549.0,1432,503,26944.0,67700,INLAND
-122.38,37.73,40,543,,259,89,22167.0,193800,NEAR BAY
-121.24,38.78,18,549,143.0,249,136,8691.0,136500,INLAND
-117.05,32.68,35,3414,580.0,1761,522,39922.0,129800,NEAR OCEAN
-122.16,37.89,32,1779,241.0,721,258,87589.0,434500,NEAR BAY
-117.94,34.05,34,1519,304.0,1262,300,33409.0,161200,<1H OCEAN
-117.33,34.03,18,2342,402.0,1264,382,47986.00000000001,123700,INLAND
-121.94,36.57,28,3153,409.0,569,271,144113.0,500001,NEAR OCEAN
-118.01,34.15,32,6597,1579.0,3689,1459,32376.999999999996,184100,INLAND
-117.86,33.9,17,1452,188.0,630,194,69113.0,285200,<1H OCEAN
-118.23,34.13,48,737,166.0,462,131,35893.0,212500,<1H OCEAN
-118.32,33.99,43,2028,479.0,1074,394,25909.0,98700,<1H OCEAN
-122.62,38.73,21,1425,323.0,727,287,21474.000000000004,85300,INLAND
-122.2,37.44,31,2328,270.0,722,247,150001.0,500001,NEAR OCEAN
-117.28,32.73,44,1934,325.0,783,316,48684.0,358600,NEAR OCEAN
-117.81,34.08,13,18448,2474.0,7775,2397,77876.0,348900,INLAND
-121.63,39.75,37,1296,296.0,569,257,18616.0,70500,INLAND
-119.72,34.43,46,1332,329.0,746,310,36719.0,357400,<1H OCEAN
-122.3,37.51,35,2789,445.0,1156,404,54322.0,391000,NEAR OCEAN
-117.85,33.76,26,2312,525.0,1273,437,28828.0,204700,<1H OCEAN
-122.14,37.5,46,30,4.0,13,5,150001.0,500001,NEAR BAY
-117.89,33.87,32,1569,422.0,835,386,30465.0,148900,<1H OCEAN
-121.77,37.74,25,494,81.0,254,85,91531.0,418800,INLAND
-118.27,33.87,21,6108,1130.0,3244,1113,42768.0,181400,<1H OCEAN
-118.01,33.9,36,1382,257.0,685,255,51250.0,211700,<1H OCEAN
-122.78,38.52,23,2511,549.0,1052,527,24922.0,192000,<1H OCEAN
-117.93,33.9,30,2629,331.0,956,319,99071.0,500001,<1H OCEAN
-117.9,33.7,15,2289,686.0,982,634,45757.0,162500,<1H OCEAN
-122.29,37.52,33,4104,751.0,1837,771,53506.0,388100,NEAR OCEAN
-117.79,33.8,11,10535,1620.0,4409,1622,66700.0,283200,<1H OCEAN
-122.28,40.5,21,2405,476.0,1197,412,26488.0,83100,INLAND
-118.36,34.11,35,3946,695.0,1361,620,65195.0,500001,<1H OCEAN
-122.2,37.4,37,1296,194.0,540,192,82782.0,500001,NEAR OCEAN
-121.66,36.82,17,3921,654.0,1895,641,50092.0,238700,<1H OCEAN
-118.51,34.14,28,6748,904.0,2431,876,128879.0,500001,<1H OCEAN
-121.07,39.04,9,2374,372.0,884,333,45042.0,206400,INLAND
-117.96,34.48,32,1896,342.0,806,299,45769.0,159400,INLAND
-117.68,33.57,2,10008,1453.0,3550,1139,101122.0,500001,<1H OCEAN
-122.71,38.35,11,2242,699.0,1203,642,23464.0,104200,<1H OCEAN
-118.24,34.0,23,588,157.0,716,173,12056.0,87500,<1H OCEAN
-117.1,32.69,29,4174,1195.0,3675,1124,18112.0,103600,NEAR OCEAN
-122.45,38.01,36,4501,832.0,2196,800,43182.0,252700,NEAR BAY
-122.08,37.97,9,2643,439.0,1105,467,66579.0,245200,NEAR BAY
-118.39,34.2,19,2012,732.0,3483,731,22234.0,181300,<1H OCEAN
-122.5,37.78,46,2646,607.0,1418,563,37167.0,332800,NEAR BAY
-122.34,37.94,31,1611,455.0,786,411,16810.0,145500,NEAR BAY
-118.22,33.92,23,926,409.0,1856,408,21366.0,100000,<1H OCEAN
-118.65,36.57,20,1431,416.0,570,225,14821.0,143300,INLAND
-117.9,33.84,31,2043,468.0,1524,454,35329.0,187400,<1H OCEAN
-118.35,34.18,46,1840,379.0,866,360,33056.0,230400,<1H OCEAN
-117.18,32.8,30,2456,390.0,1022,393,38542.0,198500,NEAR OCEAN
-121.74,37.29,6,7292,1295.0,2468,1262,56411.0,294700,<1H OCEAN
-119.72,36.82,15,946,239.0,550,246,22639.0,52500,INLAND
-119.79,36.79,33,3433,785.0,1806,783,19386.0,67500,INLAND
-117.45,33.94,12,3539,869.0,1987,859,21023.0,103700,INLAND
-116.99,32.79,33,2420,393.0,1003,397,40658.0,165100,<1H OCEAN
-120.64,34.97,5,2090,469.0,1911,482,24318.0,86100,NEAR OCEAN
-122.25,37.83,52,2376,559.0,939,519,31484.0,224100,NEAR BAY
-122.67,38.31,28,1915,419.0,930,342,37875.0,292700,<1H OCEAN
-121.96,36.99,23,3209,748.0,1423,666,27375.0,238000,NEAR OCEAN
-121.81,37.39,34,2218,286.0,827,299,74559.0,456500,<1H OCEAN
-117.92,33.89,18,2895,487.0,1116,429,54715.99999999999,400000,<1H OCEAN
-118.68,34.27,16,4637,941.0,2476,878,40568.0,225200,<1H OCEAN
-122.07,37.92,26,3872,739.0,1629,684,44311.99999999999,225000,NEAR BAY
-122.18,37.91,31,7200,876.0,2428,843,109405.0,500001,NEAR BAY
-122.38,41.54,14,4453,797.0,1817,685,27468.0,81100,INLAND
-118.17,33.77,39,2953,878.0,1379,785,21378.0,180400,NEAR OCEAN
-122.61,38.24,25,2990,450.0,1335,434,47000.0,190100,<1H OCEAN
-118.07,34.06,34,2873,718.0,2758,699,25985.0,168600,<1H OCEAN
-119.0,36.05,24,3208,691.0,1986,662,15506.0,52300,INLAND
-121.35,38.02,16,1665,311.0,1301,259,28403.0,132300,INLAND
-117.24,34.11,23,1920,454.0,1161,358,22109.0,73200,INLAND
-122.0,36.97,30,1029,242.0,753,249,31205.0,240500,NEAR OCEAN
-118.15,33.79,5,3700,993.0,1657,848,37826.0,196300,NEAR OCEAN
-116.96,32.8,19,4574,1152.0,3045,1057,20650.0,124100,<1H OCEAN
-123.52,41.01,17,1564,345.0,517,222,21542.0,83800,INLAND
-119.01,35.36,24,1941,484.0,1277,435,10560.0,51600,INLAND
-119.34,36.33,17,2250,430.0,1218,468,41811.99999999999,93700,INLAND
-118.37,34.06,52,1608,289.0,630,252,55596.0,500001,<1H OCEAN
-117.81,33.77,31,4624,624.0,1852,635,72392.0,334600,<1H OCEAN
-122.47,37.76,52,2680,740.0,1587,713,25933.0,359600,NEAR BAY
-118.51,34.2,37,2066,434.0,1031,414,40923.99999999999,188400,<1H OCEAN
-117.66,33.58,6,4186,,1794,541,96986.00000000001,357600,<1H OCEAN
-121.36,38.55,33,1191,198.0,554,191,28020.999999999996,118800,INLAND
-121.88,37.26,25,3025,689.0,1755,661,38893.0,218600,<1H OCEAN
-116.8,33.8,35,324,63.0,158,39,34167.0,100000,INLAND
-119.99,38.93,23,1882,414.0,673,277,29091.0,141900,INLAND
-121.79,38.0,36,1141,234.0,562,213,25893.0,108500,INLAND
-121.68,36.9,13,833,130.0,405,127,52729.0,322900,<1H OCEAN
-122.92,39.08,24,341,64.0,146,57,40000.0,166300,INLAND
-121.04,37.69,5,9601,1639.0,4449,1575,45332.0,195500,INLAND
-119.04,35.36,36,1942,414.0,1051,411,18362.0,66900,INLAND
-121.21,38.67,11,5500,956.0,2827,946,41071.0,145800,INLAND
-118.18,34.06,27,2025,565.0,2189,577,26083.0,148600,<1H OCEAN
-121.49,38.54,47,2313,536.0,779,442,25639.0,123000,INLAND
-118.11,33.83,36,1820,313.0,899,295,49180.0,225200,<1H OCEAN
-118.23,33.76,21,49,14.0,29,16,50000.0,87500,NEAR OCEAN
-121.86,37.0,16,8638,1392.0,3706,1251,55030.0,351800,<1H OCEAN
-122.15,37.41,15,2577,360.0,979,364,104760.00000000001,500001,NEAR BAY
-115.85,34.2,34,3868,1257.0,890,423,13571.0,41000,INLAND
-121.12,35.58,16,4109,798.0,1298,626,34799.0,320800,NEAR OCEAN
-118.12,33.91,34,682,132.0,491,144,46388.99999999999,173800,<1H OCEAN
-117.21,32.74,45,3025,583.0,1980,550,22982.0,87500,NEAR OCEAN
-122.46,37.72,37,1833,388.0,1093,363,30703.0,211800,NEAR OCEAN
-117.99,34.0,26,2988,397.0,1371,415,66988.0,382500,<1H OCEAN
-118.0,33.83,26,1718,385.0,1022,368,39333.0,196100,<1H OCEAN
-121.08,38.67,10,2499,331.0,1040,333,68440.0,239600,INLAND
-119.73,34.44,48,2114,390.0,973,367,48021.0,351100,NEAR OCEAN
-119.18,34.19,5,384,131.0,410,149,15625.0,87500,NEAR OCEAN
-117.04,33.01,28,922,107.0,314,97,84721.0,342300,<1H OCEAN
-117.28,33.2,20,4835,854.0,2983,834,43428.00000000001,152100,NEAR OCEAN
-118.18,33.88,47,882,185.0,536,174,46250.0,163000,<1H OCEAN
-117.27,33.23,5,20908,3933.0,9690,3510,41405.0,198500,<1H OCEAN
-122.83,38.99,15,289,49.0,191,54,16833.0,113900,INLAND
-118.36,33.93,40,1625,500.0,2036,476,26298.0,156500,<1H OCEAN
-122.22,37.8,52,2721,541.0,1185,515,45428.0,239800,NEAR BAY
-117.01,32.79,31,3776,815.0,1886,799,34421.0,155300,<1H OCEAN
-122.4,37.71,40,1883,397.0,1411,438,30469.0,238000,NEAR BAY
-118.24,34.06,19,2870,1021.0,3325,978,17395.0,162500,<1H OCEAN
-121.96,37.34,34,1461,299.0,739,276,34375.0,252600,<1H OCEAN
-121.67,39.34,22,1217,224.0,537,187,26607.0,84600,INLAND
-122.34,37.95,45,1128,240.0,702,270,36719.0,134100,NEAR BAY
-118.12,34.03,20,2595,428.0,1751,479,56112.0,308000,<1H OCEAN
-117.59,34.13,10,20263,3915.0,9716,3744,38505.0,169600,INLAND
-119.52,34.4,20,1834,477.0,1305,417,32125.0,251000,NEAR OCEAN
-118.3,34.26,40,1065,214.0,605,183,41964.0,185900,<1H OCEAN
-122.32,38.06,4,7999,1611.0,3596,1396,50969.0,174200,NEAR BAY
-117.16,32.79,32,1731,413.0,1569,427,33375.0,154300,NEAR OCEAN
-122.13,37.68,44,2147,399.0,1175,401,41974.0,179300,NEAR BAY
-119.16,34.95,14,4054,787.0,1581,579,30882.0,148200,INLAND
-118.31,33.94,44,1854,367.0,976,335,36583.0,126700,<1H OCEAN
-121.92,37.34,35,357,120.0,377,99,30139.0,204200,<1H OCEAN
-118.11,33.82,36,1999,390.0,887,379,38162.0,221900,<1H OCEAN
-122.29,37.76,18,2873,763.0,1243,663,51702.0,265400,NEAR BAY
-117.8,33.89,25,3121,381.0,1278,389,70217.0,357900,<1H OCEAN
-118.55,34.21,33,3910,838.0,2097,810,38247.0,208700,<1H OCEAN
-121.46,38.55,52,2094,463.0,1364,407,12235.0,68500,INLAND
-118.44,34.06,14,520,292.0,282,213,22857.0,500001,<1H OCEAN
-119.21,34.26,31,224,88.0,326,88,23750.0,55000,NEAR OCEAN
-118.32,34.13,34,1856,273.0,540,264,40833.00000000001,500001,<1H OCEAN
-117.31,33.25,14,3483,764.0,2140,687,31250.0,102300,<1H OCEAN
-117.12,32.76,27,1426,364.0,792,353,20673.0,118800,NEAR OCEAN
-118.43,34.04,42,2725,569.0,1115,516,45833.00000000001,427500,<1H OCEAN
-117.93,33.81,18,3291,587.0,1640,563,48981.0,166300,<1H OCEAN
-119.05,34.35,39,950,300.0,1366,312,22443.0,146600,<1H OCEAN
-117.29,33.72,19,2248,427.0,1207,368,28170.0,110000,<1H OCEAN
-119.06,34.23,23,3471,510.0,2002,555,52742.00000000001,257500,<1H OCEAN
-117.18,32.77,16,2374,780.0,913,705,27386.0,87500,NEAR OCEAN
-117.93,33.94,30,2658,382.0,1135,392,60516.0,245000,<1H OCEAN
-115.57,32.79,50,1291,277.0,864,274,16667.0,68100,INLAND
-117.92,33.88,52,1270,276.0,609,211,37500.0,232500,<1H OCEAN
-117.43,33.95,36,2284,444.0,1425,405,40526.0,104500,INLAND
-119.25,35.75,36,1598,443.0,1658,417,15169.999999999998,52100,INLAND
-121.13,36.21,30,1484,414.0,1200,351,17548.0,95800,<1H OCEAN
-117.08,32.7,35,1477,264.0,852,279,31786.0,100600,NEAR OCEAN
-120.08,34.59,24,1874,319.0,820,315,51909.0,390200,NEAR OCEAN
-119.44,38.53,20,1963,434.0,682,273,15817.000000000002,97800,INLAND
-117.73,34.05,28,2758,771.0,2877,694,20734.0,113300,INLAND
-120.56,38.48,14,3545,702.0,946,411,34609.0,120900,INLAND
-118.41,34.16,14,577,150.0,372,130,41875.0,275000,<1H OCEAN
-117.28,34.26,18,3895,,1086,375,33672.0,133600,INLAND
-120.44,38.61,9,2598,548.0,796,297,35192.0,98000,INLAND
-121.37,37.06,25,474,92.0,300,104,38062.0,340900,INLAND
-117.54,33.82,6,202,29.0,75,28,41250.0,216700,INLAND
-120.25,37.23,34,1656,328.0,1110,332,21845.0,59900,INLAND
-122.71,38.45,52,2259,537.0,957,520,21827.0,188800,<1H OCEAN
-118.37,34.16,11,2901,871.0,1659,789,31105.999999999996,209400,<1H OCEAN
-117.33,34.08,35,2240,423.0,1394,396,31799.0,86700,INLAND
-117.46,34.08,18,3830,750.0,2767,702,36602.0,120700,INLAND
-121.74,37.95,5,4980,774.0,2399,763,57104.0,186300,INLAND
-117.08,32.73,19,2935,763.0,1953,720,14254.0,111300,NEAR OCEAN
